File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.694e+01
Avg = 9.359e+00
SD = 6.872e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.694e+00,1.347e+00,299042,2.546e+01
2,2.694e+00,5.388e+00,4.041e+00,156822,1.397e+01
3,5.388e+00,8.081e+00,6.734e+00,96662,8.417e+00
4,8.081e+00,1.078e+01,9.428e+00,86305,7.478e+00
5,1.078e+01,1.347e+01,1.212e+01,104453,9.092e+00
6,1.347e+01,1.616e+01,1.482e+01,146452,1.305e+01
7,1.616e+01,1.886e+01,1.751e+01,165260,1.427e+01
8,1.886e+01,2.155e+01,2.020e+01,70466,6.084e+00
9,2.155e+01,2.424e+01,2.290e+01,50750,1.903e+00
10,2.424e+01,2.694e+01,2.559e+01,5360,2.684e-01
