File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 31 : V03FAM_G03_P01 (MPa),
0.000548934,0.000560363,
0.0016238,0.00699569,
0.00277286,0.0101208,
0.00388325,0.00307357,
0.00503386,0.0162247,
0.00616787,1.04341,
0.00707692,1.69998,
0.00774742,1.83408,
0.00823263,1.78075,
0.00874384,1.73286,
0.00927643,1.7383,
0.00980238,1.7376,
0.0102918,1.73443,
0.0108252,1.7854,
0.0114408,1.86043,
0.0121989,1.92736,
0.0129647,1.98084,
0.0137419,2.03171,
0.0145355,2.06311,
0.0154788,2.10725,
0.0164177,2.15552,
0.0173644,2.18858,
0.0184833,2.23145,
0.0195859,2.27805,
0.0206973,2.31185,
0.022008,2.36077,
0.0233205,2.39663,
0.024642,2.42725,
0.0259652,2.45552,
0.0275197,2.45277,
0.0290382,2.5347,
0.0305954,2.52683,
0.0321345,2.56047,
0.0336624,2.59068,
0.0351892,2.61852,
0.0369848,2.64946,
0.0387794,2.6802,
0.0405881,2.70751,
0.0424047,2.73251,
0.0442268,2.75625,
0.0463495,2.78233,
0.0484687,2.80932,
0.0506016,2.83371,
0.0527438,2.85727,
0.0548926,2.87946,
0.0570536,2.9011,
0.05923,2.9221,
0.061424,2.942,
0.0639694,2.96447,
0.0665143,2.98818,
0.0690825,3.01052,
0.0716626,3.03206,
0.074255,3.05268,
0.0768625,3.07235,
0.0794701,3.09146,
0.0825132,3.11436,
0.0855532,3.1373,
0.0886064,3.15949,
0.0916734,3.18531,
0.0948334,3.19804,
0.0979528,3.21785,
0.101011,3.24463,
0.104197,3.25744,
0.107343,3.27669,
0.110938,3.30186,
0.114584,3.3238,
0.118238,3.34447,
0.121895,3.36521,
0.125552,3.38495,
0.129224,3.40434,
0.132902,3.42326,
0.13658,3.44199,
0.14027,3.46021,
0.143966,3.4783,
0.147678,3.49624,
0.152004,3.51656,
0.156303,3.53722,
0.160547,3.55806,
0.164669,3.59347,
0.168888,3.61935,
0.173127,3.64306,
0.177398,3.66624,
0.181687,3.68897,
0.185986,3.71093,
0.190303,3.73339,
0.19444,3.7572,
0.198641,3.77946,
0.202858,3.80112,
0.207075,3.822,
0.2113,3.84178,
0.215526,3.86103,
0.219777,3.88008,
0.224045,3.89867,
0.228246,3.91668,
0.232182,3.95913,
0.235987,4.05783,
0.239772,4.13986,
0.24356,4.16157,
0.24738,4.18729,
0.251175,4.21929,
0.254956,4.25187,
0.258721,4.29043,
0.262481,4.32708,
0.266221,4.36337,
0.269954,4.40099,
0.273677,4.43968,
0.277394,4.47585,
0.281091,4.51537,
0.284774,4.55422,
0.288461,4.59341,
0.292143,4.6318,
0.295823,4.67068,
0.299489,4.71077,
0.303183,4.74967,
0.306831,4.78899,
0.310483,4.82825,
0.314159,4.86705,
0.31784,4.90598,
0.321544,4.94325,
0.32523,4.98155,
0.328939,5.01961,
0.332656,5.05711,
0.336395,5.09282,
0.340145,5.12858,
0.343921,5.16394,
0.347699,5.1985,
0.351497,5.23347,
0.355323,5.26753,
0.359168,5.30104,
0.363023,5.33433,
0.366911,5.36744,
0.370809,5.40053,
0.374739,5.43268,
0.378691,5.46455,
0.382664,5.49604,
0.386662,5.51886,
0.390545,5.56291,
0.394578,5.5825,
0.398502,5.62391,
0.40258,5.6428,
0.406527,5.67398,
0.41048,5.70452,
0.414468,5.73539,
0.418477,5.76443,
0.42252,5.79276,
0.426581,5.82442,
0.430795,5.84235,
0.434889,5.87029,
0.438973,5.89821,
0.443072,5.92581,
0.447158,5.9553,
0.451316,5.97606,
0.45533,6.0126,
0.459279,6.05535,
0.463405,6.07936,
