File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.059e+01
Avg = 7.592e+00
SD = 4.583e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.059e+00,1.030e+00,51516,7.259e+00
2,2.059e+00,4.119e+00,3.089e+00,185142,2.732e+01
3,4.119e+00,6.179e+00,5.149e+00,83140,1.224e+01
4,6.179e+00,8.238e+00,7.208e+00,58402,8.503e+00
5,8.238e+00,1.030e+01,9.268e+00,66231,9.744e+00
6,1.030e+01,1.236e+01,1.133e+01,96721,1.453e+01
7,1.236e+01,1.442e+01,1.339e+01,94273,1.371e+01
8,1.442e+01,1.648e+01,1.545e+01,38045,5.103e+00
9,1.648e+01,1.854e+01,1.751e+01,35706,1.226e+00
10,1.854e+01,2.059e+01,1.957e+01,4032,3.650e-01
