File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.195e+01
Avg = 4.035e+00
SD = 2.426e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.195e+00,5.975e-01,557358,1.493e+01
2,1.195e+00,2.390e+00,1.792e+00,608227,1.876e+01
3,2.390e+00,3.585e+00,2.987e+00,441893,1.283e+01
4,3.585e+00,4.780e+00,4.182e+00,376957,1.083e+01
5,4.780e+00,5.975e+00,5.377e+00,487147,1.409e+01
6,5.975e+00,7.170e+00,6.572e+00,658794,1.929e+01
7,7.170e+00,8.365e+00,7.767e+00,235602,6.998e+00
8,8.365e+00,9.560e+00,8.962e+00,87776,1.822e+00
9,9.560e+00,1.075e+01,1.016e+01,8586,2.322e-01
10,1.075e+01,1.195e+01,1.135e+01,2880,2.106e-01
