File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.240e+01
Avg = 8.086e+00
SD = 6.122e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.240e+00,1.120e+00,137908,2.727e+01
2,2.240e+00,4.480e+00,3.360e+00,68585,1.393e+01
3,4.480e+00,6.720e+00,5.600e+00,32861,6.434e+00
4,6.720e+00,8.960e+00,7.840e+00,27154,5.140e+00
5,8.960e+00,1.120e+01,1.008e+01,35133,6.918e+00
6,1.120e+01,1.344e+01,1.232e+01,63138,1.284e+01
7,1.344e+01,1.568e+01,1.456e+01,69808,1.422e+01
8,1.568e+01,1.792e+01,1.680e+01,56403,1.071e+01
9,1.792e+01,2.016e+01,1.904e+01,37770,2.029e+00
10,2.016e+01,2.240e+01,2.128e+01,4024,5.050e-01
