File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.120e+01
Avg = 2.189e+01
SD = 1.521e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.120e+00,2.560e+00,598900,1.932e+01
2,5.120e+00,1.024e+01,7.681e+00,347714,1.168e+01
3,1.024e+01,1.536e+01,1.280e+01,334069,1.130e+01
4,1.536e+01,2.048e+01,1.792e+01,214231,6.826e+00
5,2.048e+01,2.560e+01,2.304e+01,187462,5.899e+00
6,2.560e+01,3.072e+01,2.816e+01,303361,1.014e+01
7,3.072e+01,3.584e+01,3.328e+01,311303,1.033e+01
8,3.584e+01,4.096e+01,3.840e+01,314208,1.036e+01
9,4.096e+01,4.608e+01,4.352e+01,319996,1.077e+01
10,4.608e+01,5.120e+01,4.864e+01,113572,3.373e+00
