File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.500e+01
Avg = 1.899e+01
SD = 1.224e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.500e+00,2.250e+00,192972,1.456e+01
2,4.500e+00,9.001e+00,6.751e+00,206022,1.619e+01
3,9.001e+00,1.350e+01,1.125e+01,150231,1.188e+01
4,1.350e+01,1.800e+01,1.575e+01,93689,7.215e+00
5,1.800e+01,2.250e+01,2.025e+01,90275,6.966e+00
6,2.250e+01,2.700e+01,2.475e+01,131664,1.040e+01
7,2.700e+01,3.150e+01,2.925e+01,139861,1.096e+01
8,3.150e+01,3.600e+01,3.375e+01,168042,1.300e+01
9,3.600e+01,4.050e+01,3.825e+01,93528,7.184e+00
10,4.050e+01,4.500e+01,4.275e+01,47100,1.641e+00
