File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.772e+01
Avg = 9.620e+00
SD = 6.884e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.772e+00,1.386e+00,343670,2.362e+01
2,2.772e+00,5.543e+00,4.158e+00,184658,1.330e+01
3,5.543e+00,8.315e+00,6.929e+00,149601,1.064e+01
4,8.315e+00,1.109e+01,9.701e+00,125533,8.891e+00
5,1.109e+01,1.386e+01,1.247e+01,149331,1.063e+01
6,1.386e+01,1.663e+01,1.524e+01,163729,1.162e+01
7,1.663e+01,1.940e+01,1.802e+01,189478,1.317e+01
8,1.940e+01,2.217e+01,2.079e+01,83518,5.844e+00
9,2.217e+01,2.495e+01,2.356e+01,54055,2.036e+00
10,2.495e+01,2.772e+01,2.633e+01,10155,2.382e-01
