File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.076e+01
Avg = 6.932e+00
SD = 4.677e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.076e+00,1.038e+00,190427,2.095e+01
2,2.076e+00,4.152e+00,3.114e+00,160421,1.807e+01
3,4.152e+00,6.228e+00,5.190e+00,86735,9.671e+00
4,6.228e+00,8.304e+00,7.266e+00,81491,9.088e+00
5,8.304e+00,1.038e+01,9.342e+00,99185,1.110e+01
6,1.038e+01,1.246e+01,1.142e+01,158805,1.774e+01
7,1.246e+01,1.453e+01,1.349e+01,77606,8.837e+00
8,1.453e+01,1.661e+01,1.557e+01,35527,3.571e+00
9,1.661e+01,1.868e+01,1.765e+01,29219,7.091e-01
10,1.868e+01,2.076e+01,1.972e+01,3960,2.640e-01
