File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.934e+01
Avg = 6.593e+00
SD = 4.698e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.934e+00,9.670e-01,205032,2.184e+01
2,1.934e+00,3.868e+00,2.901e+00,167092,1.869e+01
3,3.868e+00,5.802e+00,4.835e+00,83392,9.023e+00
4,5.802e+00,7.736e+00,6.769e+00,74256,7.953e+00
5,7.736e+00,9.670e+00,8.703e+00,94352,1.030e+01
6,9.670e+00,1.160e+01,1.064e+01,107800,1.209e+01
7,1.160e+01,1.354e+01,1.257e+01,119284,1.292e+01
8,1.354e+01,1.547e+01,1.450e+01,48038,5.219e+00
9,1.547e+01,1.741e+01,1.644e+01,45938,1.636e+00
10,1.741e+01,1.934e+01,1.837e+01,4960,3.330e-01
