File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G28_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G28_P01 (MPa),Time (sec),Run 2 : G28_P02 (MPa),Time (sec),Run 3 : G28_P03 (MPa),Time (sec),Run 4 : G28_P04 (MPa),Time (sec),Run 5 : G28_P05 (MPa),Time (sec),Run 6 : G28_P06 (MPa),Time (sec),Run 7 : G28_P07 (MPa),Time (sec),Run 8 : G28_P08 (MPa),Time (sec),Run 9 : G28_P09 (MPa),Time (sec),Run 10 : G28_P10 (MPa),
0.00276612,0.00022921,0.00136738,2.90982e-05,0.00070329,0.00013482,0.00173359,0.000131922,0.00234728,3.76905e-05,0.00119156,0.000296941,0.00246039,0.000353777,0.00080296,6.283e-05,0.00212667,6.0883e-05,0.00150513,0.00101837,
0.00689094,0.00360398,0.00362426,0.0044062,0.0019411,0.00505668,0.0045157,0.004586,0.00595009,0.00408184,0.00318851,0.00515365,0.00620702,0.00395728,0.00219422,0.00565212,0.00543836,0.00379401,0.00382113,0.00550293,
0.0107899,0.014963,0.00589723,0.00621435,0.00325323,0.00758125,0.00725888,0.00627199,0.00940542,0.00908077,0.00522455,0.00676323,0.00978519,0.0155774,0.00366211,0.00851048,0.0086438,0.00688933,0.00627582,0.00565188,
0.0145529,0.21758,0.00795502,0.0746884,0.0045711,0.0280145,0.00963687,0.0735804,0.0127179,0.157079,0.00716775,0.0014743,0.0132034,0.199495,0.00511599,0.0348828,0.0114988,0.0798902,0.00854914,0.0755826,
0.0178359,0.575717,0.010137,0.433176,0.00609638,0.0665188,0.0124177,0.603504,0.0159838,0.695171,0.00904642,0.362118,0.0167149,0.660822,0.00681698,0.0703884,0.0147623,0.554278,0.0108623,0.436513,
0.0211927,1.12087,0.0121093,0.794397,0.00754297,1.06543,0.0146271,1.13233,0.0192263,1.38703,0.0109743,1.02587,0.0199082,1.34653,0.00847029,1.24651,0.0174888,1.00728,0.0130527,0.826124,
0.0230162,1.12643,0.0139773,1.55734,0.00904605,1.73834,0.016643,1.67842,0.0205074,1.32663,0.0128169,1.9652,0.0212803,1.25628,0.0100259,2.1504,0.0197698,1.1893,0.014954,1.67887,
0.024894,1.0966,0.0147383,1.38839,0.0100457,1.81793,0.0176526,1.51348,0.0217939,1.2594,0.0134847,1.73845,0.0226554,1.19969,0.0107883,1.97941,0.0212101,1.13287,0.0158032,1.45638,
0.0267529,1.11748,0.0154809,1.31865,0.0107034,1.76943,0.0186091,1.46326,0.0230737,1.27597,0.0141397,1.65656,0.0240319,1.22726,0.011428,1.9309,0.0226545,1.12967,0.0166245,1.3846,
0.0286815,1.13968,0.0162228,1.33288,0.0113642,1.76356,0.0195795,1.48237,0.0243513,1.30533,0.0147831,1.67293,0.025452,1.2505,0.0120522,1.93602,0.0241322,1.15586,0.0174492,1.40193,
0.0306881,1.17434,0.0171019,1.38237,0.0120562,1.81507,0.0207488,1.51962,0.0259179,1.34063,0.0155663,1.70623,0.0271568,1.28851,0.0126994,1.99315,0.0256143,1.19339,0.0184203,1.45605,
0.0330656,1.21065,0.0181931,1.42707,0.012759,1.87936,0.02198,1.56286,0.0277573,1.39052,0.0165344,1.77243,0.0291475,1.33191,0.01337,1.9982,0.0274387,1.22573,0.0196206,1.49374,
0.035884,1.25611,0.0194745,1.47913,0.0136069,1.94671,0.023446,1.60606,0.0299456,1.43072,0.0176582,1.85011,0.0314699,1.3757,0.0141467,2.11878,0.0296148,1.26997,0.0210103,1.55306,
0.0391493,1.30998,0.0207574,1.51472,0.0144314,2.01611,0.0251819,1.6642,0.0321479,1.48262,0.018791,1.89903,0.0338782,1.42674,0.0150588,2.20097,0.0321096,1.32475,0.0224256,1.59635,
0.0429326,1.36506,0.0222715,1.57965,0.0154361,2.11321,0.0272347,1.74022,0.0347545,1.53625,0.0201103,1.97029,0.0366688,1.47824,0.0161526,2.31323,0.0350209,1.38084,0.024114,1.66254,
0.0473948,1.42279,0.0241025,1.65543,0.0166032,2.21271,0.0296181,1.82106,0.037776,1.59579,0.0217107,2.06377,0.0399268,1.54221,0.0174116,2.43181,0.03846,1.4397,0.0260463,1.74034,
0.0524884,1.48604,0.0262098,1.72936,0.0179752,2.31578,0.0323248,1.89576,0.0413594,1.66159,0.023526,2.16879,0.0437794,1.5982,0.0188989,2.54433,0.0418839,1.48874,0.028342,1.81697,
0.0575526,1.53773,0.0286283,1.78758,0.0193644,2.40224,0.035469,1.96521,0.0455434,1.72863,0.0256919,2.26605,0.0481216,1.66562,0.0204118,2.58902,0.0458073,1.54224,0.0311087,1.87476,
0.0634511,1.59419,0.0309828,1.87335,0.0209995,2.49831,0.0385535,2.04956,0.0502809,1.79505,0.0278525,2.31814,0.0525371,1.72323,0.0221131,2.70146,0.0505018,1.60006,0.0337442,1.96345,
0.0692961,1.64618,0.0338239,1.93487,0.0228964,2.56565,0.0422753,2.1131,0.0549726,1.85975,0.0302957,2.4294,0.057657,1.78217,0.0237683,2.80925,0.0550776,1.65428,0.0369232,2.03186,
0.0766071,1.70365,0.0366227,1.99708,0.0247047,2.6751,0.0465027,2.19755,0.0604369,1.92592,0.0327406,2.51173,0.0627248,1.83938,0.0257124,2.92086,0.0606582,1.7105,0.0405846,2.10968,
0.0836423,1.75946,0.0398939,2.07236,0.0267391,2.80947,0.0506244,2.27619,0.0662238,1.98879,0.0356081,2.6094,0.0690275,1.90058,0.0276296,3.05041,0.0660271,1.76966,0.0441779,2.18114,
0.0921203,1.82192,0.0437329,2.14613,0.0288168,2.91224,0.0554278,2.36139,0.07274,2.06393,0.0389812,2.70969,0.0760203,1.97109,0.0299149,3.1703,0.072275,1.82999,0.0482543,2.2622,
0.100345,1.87582,0.0474651,2.21954,0.0309691,2.97578,0.0603188,2.43473,0.0791354,2.12466,0.0423953,2.79062,0.0832028,2.03809,0.032256,3.27055,0.0784429,1.88071,0.0524993,2.33307,
0.110213,1.93425,0.0513918,2.28143,0.0333981,3.0723,0.0653811,2.50131,0.0869673,2.20093,0.0456646,2.87554,0.0903186,2.09453,0.0350519,3.36137,0.0857746,1.93903,0.0575458,2.41019,
0.119867,1.99233,0.0558526,2.35359,0.0358075,3.17949,0.0712196,2.58386,0.0945122,2.26242,0.0495314,2.97295,0.098847,2.15824,0.0377144,3.47933,0.093058,1.98968,0.0624005,2.47961,
0.129598,2.03871,0.0602888,2.41783,0.0383743,3.24483,0.0769821,2.65526,0.10209,2.32312,0.0533426,3.0481,0.107111,2.22014,0.0405308,3.55865,0.100582,2.03618,0.0675036,2.5467,
0.141085,2.09454,0.0647434,2.47664,0.0411924,3.34115,0.0828136,2.72378,0.111051,2.38594,0.0573814,3.12489,0.115587,2.27352,0.0432493,3.64698,0.109542,2.0899,0.0732102,2.61773,
0.152477,2.15402,0.0698888,2.53624,0.044168,3.41949,0.089672,2.80261,0.120235,2.44862,0.0619746,3.20938,0.125642,2.33342,0.046415,3.74926,0.118334,2.14758,0.0789876,2.69066,
0.163921,2.19915,0.0753953,2.6026,0.0470568,3.50072,0.0965039,2.87574,0.129382,2.51744,0.0667299,3.29297,0.135539,2.39995,0.049514,3.83441,0.12707,2.18996,0.0846639,2.74839,
0.176083,2.25247,0.0807023,2.65702,0.0501006,3.57256,0.103368,2.94228,0.138471,2.57159,0.0713589,3.37353,0.145396,2.44884,0.0528742,3.9228,0.136255,2.23937,0.0904947,2.80708,
0.189546,2.30654,0.0862615,2.7144,0.0536389,3.65643,0.111687,3.02499,0.149235,2.6397,0.0766521,3.45691,0.155738,2.50521,0.0567915,4.01556,0.146648,2.28814,0.0975765,2.8759,
0.203153,2.36283,0.0927881,2.78243,0.0572303,3.74137,0.119895,3.11148,0.159932,2.70985,0.0822698,3.54794,0.167516,2.56845,0.0606917,4.10938,0.157421,2.34349,0.104364,2.94168,
0.216747,2.40824,0.0989853,2.8427,0.0607141,3.81896,0.128049,3.18623,0.170632,2.76876,0.0876635,3.62172,0.179123,2.62812,0.0646398,4.19824,0.167914,2.3917,0.111188,3.00006,
0.231012,2.45814,0.105315,2.90418,0.0641742,3.88717,0.13626,3.27233,0.181921,2.85173,0.0933945,3.70731,0.190734,2.67902,0.0685087,4.28946,0.178553,2.44007,0.11846,3.06344,
0.245529,2.51442,0.112562,2.96545,0.0677765,3.95491,0.144496,3.36189,0.1951,2.94331,0.0997687,3.79128,0.203056,2.7354,0.0723396,4.37299,0.189232,2.48443,0.126569,3.1254,
0.261659,2.57359,0.119786,3.02696,0.0720456,4.03771,0.153225,3.45388,0.2078,3.03435,0.106392,3.88467,0.217423,2.80475,0.0767739,4.46163,0.201384,2.5279,0.13497,3.19695,
0.277722,2.63037,0.127044,3.08484,0.0761199,4.11641,0.163477,3.56796,0.220462,3.10602,0.112839,3.97029,0.231189,2.87493,0.0814639,4.55387,0.214269,2.57711,0.143227,3.25403,
0.294012,2.68085,0.134443,3.14307,0.080215,4.18627,0.173286,3.70099,0.233859,3.17992,0.119312,4.05383,0.245018,2.94074,0.0860296,4.63821,0.227334,2.62993,0.151857,3.31399,
0.310993,2.7437,0.14292,3.2002,0.0845335,4.26022,0.183097,3.81329,0.249404,3.26399,0.126701,4.13864,0.259515,3.0138,0.0907594,4.72108,0.239994,2.67273,0.161869,3.38912,
0.327639,2.80364,0.151911,3.26389,0.0887341,4.32661,0.193494,3.91805,0.264318,3.3491,0.134499,4.23147,0.273723,3.07876,0.0955963,4.8138,0.253161,2.723,0.171513,3.46393,
0.346779,2.86691,0.16107,3.33095,0.0930991,4.39332,0.205515,4.03279,0.279463,3.42441,0.142514,4.34771,0.290661,3.14836,0.100975,4.91087,0.267965,2.77613,0.181125,3.5299,
0.365866,2.93108,0.169915,3.39486,0.0982452,4.47548,0.21707,4.14777,0.294714,3.50032,0.150203,4.45506,0.307951,3.22945,0.106296,5.00755,0.282589,2.82711,0.190868,3.59639,
0.38488,2.98529,0.178733,3.45409,0.103119,4.54737,0.22865,4.24818,0.309855,3.58839,0.157928,4.55696,0.324449,3.29746,0.111587,5.09322,0.297282,2.87659,0.200537,3.65802,
0.405114,3.05161,0.1876,3.50851,0.108236,4.62682,0.240234,4.3607,0.325248,3.68325,0.165637,4.64961,0.34112,3.35931,0.11701,5.17395,0.31201,2.91999,0.210367,3.72142,
0.424835,3.12723,0.196911,3.57167,0.113203,4.70054,0.251902,4.48175,0.343655,3.80362,0.173736,4.75353,0.35847,3.43771,0.12266,5.26621,0.327632,2.97262,0.221662,3.79157,
0.444376,3.20482,0.207354,3.64006,0.118211,4.77193,0.264183,4.62226,0.362406,3.95036,0.182823,4.86643,0.375408,3.53039,0.128153,5.35464,0.34276,3.02113,0.232993,3.86294,
0.465008,3.29889,0.217674,3.70601,0.123172,4.8339,0.276514,4.77172,0.381215,4.10193,0.191776,4.97118,0.392316,3.61993,0.133684,5.43876,0.358027,3.06989,0.244388,3.92252,
0.489021,3.40978,0.228084,3.77013,0.129201,4.91485,0.290922,4.93773,0.399782,4.25286,0.201327,5.08232,0.412797,3.73202,0.139994,5.52125,0.375517,3.12154,0.256478,3.99912,
0.51252,3.53752,0.238637,3.83294,0.135011,4.99767,0.305097,5.12779,0.418427,4.40042,0.210516,5.18996,0.432949,3.86662,0.146628,5.61348,0.392929,3.17629,0.268183,4.0715,
0.53607,3.66031,0.249186,3.8938,0.140819,5.06554,0.319441,5.30666,0.437228,4.54474,0.220103,5.33566,0.453099,3.99856,0.153382,5.70531,0.410553,3.22774,0.279755,4.13504,
0.559798,3.78237,0.259771,3.94811,0.146927,5.13847,0.333715,5.48209,0.456041,4.68733,0.229443,5.49687,0.473571,4.13037,0.160156,5.79566,0.428125,3.27174,0.292004,4.20807,
0.583367,3.90447,0.270834,4.00862,0.153053,5.21979,0.348101,5.65385,0.477817,4.83084,0.238671,5.65639,0.49396,4.26255,0.16696,5.89162,0.446577,3.32216,0.305567,4.27895,
