File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.796e+01
Avg = 1.140e+01
SD = 8.351e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.796e+00,1.398e+00,131126,2.261e+01
2,2.796e+00,5.592e+00,4.194e+00,74246,1.309e+01
3,5.592e+00,8.389e+00,6.991e+00,56228,9.819e+00
4,8.389e+00,1.118e+01,9.787e+00,30132,5.063e+00
5,1.118e+01,1.398e+01,1.258e+01,35813,6.014e+00
6,1.398e+01,1.678e+01,1.538e+01,59087,1.040e+01
7,1.678e+01,1.957e+01,1.818e+01,56524,9.941e+00
8,1.957e+01,2.237e+01,2.097e+01,57410,1.013e+01
9,2.237e+01,2.517e+01,2.377e+01,61400,1.045e+01
10,2.517e+01,2.796e+01,2.656e+01,38634,2.494e+00
