File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.416e+01
Avg = 1.785e+01
SD = 1.291e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.416e+00,2.208e+00,157478,2.237e+01
2,4.416e+00,8.833e+00,6.624e+00,92502,1.378e+01
3,8.833e+00,1.325e+01,1.104e+01,59654,8.651e+00
4,1.325e+01,1.767e+01,1.546e+01,39868,5.744e+00
5,1.767e+01,2.208e+01,1.987e+01,42756,6.134e+00
6,2.208e+01,2.650e+01,2.429e+01,66847,9.785e+00
7,2.650e+01,3.091e+01,2.871e+01,76899,1.142e+01
8,3.091e+01,3.533e+01,3.312e+01,91376,1.316e+01
9,3.533e+01,3.975e+01,3.754e+01,48898,6.903e+00
10,3.975e+01,4.416e+01,4.195e+01,43130,2.048e+00
