File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.973e+01
Avg = 6.566e+00
SD = 3.961e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.973e+00,9.866e-01,99114,9.923e+00
2,1.973e+00,3.947e+00,2.960e+00,241396,2.580e+01
3,3.947e+00,5.920e+00,4.933e+00,132732,1.392e+01
4,5.920e+00,7.893e+00,6.907e+00,105640,1.100e+01
5,7.893e+00,9.866e+00,8.880e+00,128433,1.364e+01
6,9.866e+00,1.184e+01,1.085e+01,144007,1.530e+01
7,1.184e+01,1.381e+01,1.283e+01,68545,7.217e+00
8,1.381e+01,1.579e+01,1.480e+01,45836,2.684e+00
9,1.579e+01,1.776e+01,1.677e+01,19417,3.414e-01
10,1.776e+01,1.973e+01,1.875e+01,2880,1.689e-01
