File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.713e+01
Avg = 1.014e+01
SD = 7.443e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.713e+00,1.357e+00,222982,2.371e+01
2,2.713e+00,5.427e+00,4.070e+00,131605,1.450e+01
3,5.427e+00,8.140e+00,6.784e+00,86040,9.138e+00
4,8.140e+00,1.085e+01,9.497e+00,53129,5.478e+00
5,1.085e+01,1.357e+01,1.221e+01,83156,8.868e+00
6,1.357e+01,1.628e+01,1.492e+01,98047,1.077e+01
7,1.628e+01,1.899e+01,1.764e+01,97591,1.063e+01
8,1.899e+01,2.171e+01,2.035e+01,113782,1.216e+01
9,2.171e+01,2.442e+01,2.306e+01,72966,4.423e+00
10,2.442e+01,2.713e+01,2.578e+01,5562,3.225e-01
