File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G02\P02\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 7 : V02FAM_G02_P02 (MPa),
0.0015872,0.000998723,
0.00409896,0.000408318,
0.0065762,9.49308e-05,
0.00869348,0.0696862,
0.0111067,0.455114,
0.0130672,0.774576,
0.0148757,1.51543,
0.0155393,1.36358,
0.0162143,1.32641,
0.016911,1.37311,
0.0176122,1.40929,
0.0183195,1.45722,
0.0190403,1.50198,
0.0198816,1.55531,
0.0207261,1.60972,
0.0217262,1.67331,
0.0227372,1.73127,
0.0239225,1.79285,
0.0251256,1.83373,
0.0265225,1.92101,
0.0279495,1.95196,
0.0295878,2.01782,
0.0312075,2.07813,
0.0328257,2.13562,
0.0344637,2.18925,
0.0363592,2.24376,
0.038265,2.30159,
0.0401981,2.35533,
0.0424354,2.41127,
0.0447017,2.46951,
0.0469772,2.52183,
0.0492605,2.57048,
0.0515731,2.61995,
0.0542446,2.67211,
0.0569112,2.72462,
0.0596181,2.77551,
0.0623398,2.82405,
0.0650677,2.86997,
0.0678282,2.91706,
0.0710368,2.96704,
0.0742365,3.01916,
0.0774904,3.06894,
0.080742,3.11622,
0.0840061,3.16282,
0.0873045,3.20893,
0.0911382,3.25992,
0.094962,3.31269,
0.0988086,3.3625,
0.102698,3.41134,
0.106568,3.45869,
0.110491,3.50663,
0.114402,3.55221,
0.118945,3.60608,
0.123498,3.66156,
0.128085,3.71435,
0.132669,3.76618,
0.13726,3.81685,
0.141865,3.8672,
0.146515,3.91761,
0.151177,3.96676,
0.155892,4.0169,
0.161346,4.07163,
0.166802,4.12825,
0.172277,4.18407,
0.177756,4.23911,
0.183264,4.29443,
0.188783,4.34908,
0.194337,4.4039,
0.199908,4.45885,
0.205476,4.51651,
0.211073,4.57664,
0.21665,4.63739,
0.223121,4.70215,
0.229569,4.77244,
0.23602,4.83752,
0.242352,4.90051,
0.248264,4.98942,
0.254076,5.13476,
0.259884,5.23317,
0.265717,5.3465,
0.271557,5.46487,
0.277396,5.5869,
0.283194,5.71368,
0.288967,5.83714,
0.294728,5.96579,
0.300491,6.09469,
0.306214,6.22551,
0.311963,6.35349,
0.317691,6.48573,
0.323417,6.61599,
0.32915,6.74661,
0.334886,6.87879,
0.340637,7.00931,
0.346384,7.14043,
0.352137,7.27163,
0.357884,7.40186,
0.363625,7.53293,
0.36937,7.66354,
0.375125,7.79336,
0.380889,7.92341,
0.386642,8.05287,
0.392401,8.18358,
0.398165,8.31358,
0.403927,8.44613,
0.409568,8.57274,
0.41531,8.69773,
0.421084,8.8267,
0.426854,8.95519,
0.432638,9.08359,
0.43843,9.2115,
0.444207,9.34409,
0.449882,9.47069,
0.455667,9.59539,
