File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.060e+01
Avg = 1.543e+01
SD = 1.138e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.060e+00,2.030e+00,295568,2.363e+01
2,4.060e+00,8.119e+00,6.089e+00,186520,1.526e+01
3,8.119e+00,1.218e+01,1.015e+01,98478,7.900e+00
4,1.218e+01,1.624e+01,1.421e+01,74645,5.949e+00
5,1.624e+01,2.030e+01,1.827e+01,86539,6.960e+00
6,2.030e+01,2.436e+01,2.233e+01,133940,1.087e+01
7,2.436e+01,2.842e+01,2.639e+01,138990,1.133e+01
8,2.842e+01,3.248e+01,3.045e+01,155120,1.245e+01
9,3.248e+01,3.654e+01,3.451e+01,58797,4.608e+00
10,3.654e+01,4.060e+01,3.857e+01,35855,1.042e+00
