File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.767e+01
Avg = 5.980e+00
SD = 3.870e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.767e+00,8.837e-01,159720,1.676e+01
2,1.767e+00,3.535e+00,2.651e+00,171271,1.928e+01
3,3.535e+00,5.302e+00,4.418e+00,115898,1.260e+01
4,5.302e+00,7.069e+00,6.186e+00,99379,1.065e+01
5,7.069e+00,8.837e+00,7.953e+00,115136,1.269e+01
6,8.837e+00,1.060e+01,9.720e+00,126085,1.381e+01
7,1.060e+01,1.237e+01,1.149e+01,83849,9.221e+00
8,1.237e+01,1.414e+01,1.325e+01,35188,3.678e+00
9,1.414e+01,1.591e+01,1.502e+01,39586,1.029e+00
10,1.591e+01,1.767e+01,1.679e+01,4032,2.816e-01
