File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 43 : V03FAM_G05_P03 (MPa),
0.000812297,0.000206616,
0.00241141,0.00670769,
0.00402045,0.00900536,
0.00546998,0.104763,
0.00696579,0.615282,
0.0082318,1.4284,
0.00940242,1.84475,
0.00989034,1.60876,
0.0103946,1.5559,
0.0109019,1.55827,
0.0113734,1.56768,
0.011902,1.61523,
0.0125302,1.67002,
0.0132771,1.71852,
0.014032,1.76841,
0.0147923,1.81838,
0.015703,1.87153,
0.0166335,1.91334,
0.0177306,1.96621,
0.0188274,2.01103,
0.0199363,2.05113,
0.0212446,2.10187,
0.0225425,2.1453,
0.0238527,2.14643,
0.0253538,2.23984,
0.0268716,2.27944,
0.0284124,2.31355,
0.0299609,2.31844,
0.0317373,2.36281,
0.0334958,2.40475,
0.0352582,2.44268,
0.0370248,2.47727,
0.038801,2.50988,
0.0408861,2.54589,
0.0429789,2.58095,
0.0450751,2.61282,
0.0471784,2.64321,
0.049284,2.67214,
0.051752,2.70408,
0.0542199,2.73718,
0.0566995,2.76741,
0.0591944,2.79625,
0.061709,2.82419,
0.0642359,2.85037,
0.0667606,2.87629,
0.0697201,2.90631,
0.0726781,2.93578,
0.0756475,2.96399,
0.0786317,2.99186,
0.0816343,3.01788,
0.0846508,3.04369,
0.0876702,3.06867,
0.0912092,3.0978,
0.0947388,3.12607,
0.098289,3.15442,
0.10185,3.18005,
0.105417,3.20602,
0.109001,3.23194,
0.112593,3.25628,
0.116196,3.28069,
0.119826,3.30411,
0.124073,3.3315,
0.128295,3.35947,
0.132536,3.38604,
0.136795,3.4112,
0.14107,3.43616,
0.145362,3.46146,
0.149654,3.48525,
0.153965,3.50939,
0.158294,3.53378,
0.162631,3.55709,
0.16769,3.58427,
0.172738,3.61168,
0.17779,3.63832,
0.182854,3.6641,
0.187907,3.68966,
0.192984,3.71502,
0.198073,3.73995,
0.203177,3.76453,
0.208291,3.7886,
0.213418,3.81244,
0.21855,3.83619,
0.224508,3.86342,
0.230414,3.89132,
0.236348,3.91771,
0.24229,3.94389,
0.248162,3.9713,
0.253876,4.00959,
0.259759,4.03929,
0.26568,4.0668,
0.271463,4.10109,
0.277402,4.12844,
0.283395,4.18858,
0.288961,4.19117,
0.294768,4.21742,
0.300596,4.24514,
0.306435,4.27277,
0.312295,4.30046,
0.318173,4.32788,
0.324033,4.35501,
0.329889,4.38176,
0.335784,4.40823,
0.341663,4.43398,
0.347279,4.46913,
0.3525,4.54264,
0.357742,4.64105,
0.363037,4.66682,
0.368377,4.70521,
0.373708,4.74539,
0.379031,4.79147,
0.384315,4.83816,
0.389579,4.88343,
0.394816,4.93141,
0.400034,4.97703,
0.405233,5.02474,
0.41041,5.07202,
0.415578,5.12097,
0.420747,5.16809,
0.425907,5.21732,
0.431068,5.26665,
0.436212,5.31431,
0.441346,5.3634,
0.446469,5.41345,
0.4516,5.46393,
0.456749,5.51277,
0.46186,5.56282,
0.466991,5.61208,
0.472105,5.66184,
0.477251,5.70978,
0.482389,5.75945,
0.48755,5.80844,
0.492732,5.85658,
0.497916,5.90525,
0.503134,5.95365,
0.508354,6.00132,
0.5136,6.04842,
0.518859,6.09578,
0.524158,6.1431,
0.529454,6.18176,
0.534583,6.24002,
0.53991,6.27579,
0.545076,6.3231,
0.550248,6.37705,
0.555676,6.41114,
0.560916,6.45671,
0.566153,6.50812,
0.57163,6.54248,
0.576947,6.58728,
0.582255,6.63164,
0.587605,6.67363,
0.592969,6.71596,
0.598366,6.75788,
0.603788,6.79881,
0.609252,6.83901,
0.614741,6.87991,
0.620212,6.91996,
0.625747,6.96536,
0.631292,7.01461,
0.636863,7.06647,
0.642473,7.11913,
0.648059,7.17185,
0.653662,7.22525,
0.659275,7.27909,
0.664843,7.33422,
0.67033,7.39317,
0.675797,7.45284,
0.681472,7.50176,
0.687202,7.56331,
0.692732,7.62842,
0.698246,7.69151,
0.703756,7.7527,
0.709257,7.81428,
0.71477,7.87488,
0.720275,7.93613,
0.725787,7.99754,
0.7313,8.05952,
0.736789,8.12202,
0.742303,8.18341,
0.747825,8.24641,
0.753309,8.3089,
0.758851,8.37095,
0.764332,8.43451,
0.769873,8.49654,
0.775368,8.56031,
0.780899,8.62271,
0.786416,8.68643,
0.791929,8.74921,
0.797456,8.81293,
0.802969,8.87669,
0.808493,8.93971,
0.814001,9.00339,
0.819527,9.06635,
0.825014,9.13078,
0.830511,9.19427,
0.835965,9.259,
0.8414,9.32308,
0.846797,9.38666,
0.852113,9.44936,
0.857387,9.51127,
0.862348,9.57106,
0.867528,12.0639,
0.872489,14.3282,
0.876049,15.872,
0.876049,15.872,
0.880992,17.9395,
0.886231,20.0228,
0.891785,22.1154,
0.897672,24.2103,
0.903913,26.3002,
0.91034,28.3184,
0.916961,30.2636,
0.92378,32.1345,
0.930803,33.9302,
0.938038,35.6497,
0.945489,37.2928,
0.953164,38.859,
0.961069,40.3484,
0.969211,41.7612,
0.977598,43.098,
0.986236,44.3593,
0.995134,45.5463,
1.0043,46.6601,
1.01374,47.7021,
1.02346,48.6742,
1.03347,49.578,
1.04379,50.4158,
1.05441,51.1896,
1.06535,51.902,
1.07662,52.5555,
1.08823,53.1527,
1.10019,53.6965,
1.11251,54.1895,
1.12519,54.6348,
1.13826,55.0353,
1.15172,55.394,
1.16558,55.7136,
1.17986,55.9972,
1.19456,56.2476,
1.20971,56.4676,
1.22531,56.6599,
1.24138,56.827,
1.25793,56.9715,
1.27498,57.0957,
1.29254,57.2018,
1.31063,57.2919,
1.33142,57.3768,
1.35534,57.4541,
1.38285,57.5217,
1.41448,57.5781,
1.45086,57.6225,
1.4927,57.6549,
1.54081,57.6766,
1.59614,57.6895,
1.65699,57.6959,
