File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.429e+01
Avg = 5.483e+00
SD = 2.720e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.429e+00,7.145e-01,151188,3.870e+00
2,1.429e+00,2.858e+00,2.143e+00,607604,1.773e+01
3,2.858e+00,4.287e+00,3.572e+00,655538,1.933e+01
4,4.287e+00,5.716e+00,5.001e+00,423977,1.221e+01
5,5.716e+00,7.144e+00,6.430e+00,464201,1.342e+01
6,7.144e+00,8.573e+00,7.859e+00,683050,1.977e+01
7,8.573e+00,1.000e+01,9.288e+00,312856,9.444e+00
8,1.000e+01,1.143e+01,1.072e+01,126393,3.375e+00
9,1.143e+01,1.286e+01,1.215e+01,36393,5.311e-01
10,1.286e+01,1.429e+01,1.357e+01,4020,3.188e-01
