File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.296e+01
Avg = 1.183e+01
SD = 8.088e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.296e+00,1.648e+00,306332,2.094e+01
2,3.296e+00,6.591e+00,4.943e+00,197368,1.421e+01
3,6.591e+00,9.887e+00,8.239e+00,156308,1.114e+01
4,9.887e+00,1.318e+01,1.153e+01,127618,9.039e+00
5,1.318e+01,1.648e+01,1.483e+01,149635,1.066e+01
6,1.648e+01,1.977e+01,1.813e+01,163964,1.164e+01
7,1.977e+01,2.307e+01,2.142e+01,196037,1.363e+01
8,2.307e+01,2.636e+01,2.472e+01,89236,6.254e+00
9,2.636e+01,2.966e+01,2.801e+01,55142,2.233e+00
10,2.966e+01,3.296e+01,3.131e+01,12088,2.468e-01
