File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.393e+01
Avg = 4.760e+00
SD = 2.639e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.393e+00,6.964e-01,68738,7.418e+00
2,1.393e+00,2.786e+00,2.089e+00,218232,2.443e+01
3,2.786e+00,4.178e+00,3.482e+00,132649,1.484e+01
4,4.178e+00,5.571e+00,4.875e+00,108345,1.209e+01
5,5.571e+00,6.964e+00,6.268e+00,140869,1.578e+01
6,6.964e+00,8.357e+00,7.660e+00,148871,1.672e+01
7,8.357e+00,9.750e+00,9.053e+00,53588,6.034e+00
8,9.750e+00,1.114e+01,1.045e+01,35580,2.248e+00
9,1.114e+01,1.254e+01,1.184e+01,13624,2.689e-01
10,1.254e+01,1.393e+01,1.323e+01,2880,1.775e-01
