File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.921e+01
Avg = 1.644e+01
SD = 1.193e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.921e+00,1.960e+00,212528,2.230e+01
2,3.921e+00,7.841e+00,5.881e+00,118577,1.303e+01
3,7.841e+00,1.176e+01,9.801e+00,81891,8.794e+00
4,1.176e+01,1.568e+01,1.372e+01,51710,5.482e+00
5,1.568e+01,1.960e+01,1.764e+01,48637,5.178e+00
6,1.960e+01,2.352e+01,2.156e+01,71472,7.641e+00
7,2.352e+01,2.744e+01,2.548e+01,108800,1.188e+01
8,2.744e+01,3.136e+01,2.940e+01,116627,1.254e+01
9,3.136e+01,3.528e+01,3.332e+01,100342,1.058e+01
10,3.528e+01,3.921e+01,3.724e+01,49156,2.570e+00
