File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.526e+01
Avg = 5.628e+00
SD = 3.008e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.526e+00,7.630e-01,291800,6.278e+00
2,1.526e+00,3.052e+00,2.289e+00,868007,2.016e+01
3,3.052e+00,4.578e+00,3.815e+00,701108,1.656e+01
4,4.578e+00,6.104e+00,5.341e+00,508081,1.178e+01
5,6.104e+00,7.629e+00,6.867e+00,576820,1.355e+01
6,7.629e+00,9.155e+00,8.392e+00,818915,1.899e+01
7,9.155e+00,1.068e+01,9.918e+00,360533,8.494e+00
8,1.068e+01,1.221e+01,1.144e+01,150906,3.350e+00
9,1.221e+01,1.373e+01,1.297e+01,49607,6.031e-01
10,1.373e+01,1.526e+01,1.450e+01,4032,2.442e-01
