File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.613e+01
Avg = 1.357e+01
SD = 9.829e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.613e+00,1.807e+00,309545,2.358e+01
2,3.613e+00,7.227e+00,5.420e+00,170454,1.358e+01
3,7.227e+00,1.084e+01,9.034e+00,108553,8.464e+00
4,1.084e+01,1.445e+01,1.265e+01,89654,6.880e+00
5,1.445e+01,1.807e+01,1.626e+01,97678,7.574e+00
6,1.807e+01,2.168e+01,1.987e+01,141896,1.104e+01
7,2.168e+01,2.529e+01,2.349e+01,195776,1.519e+01
8,2.529e+01,2.891e+01,2.710e+01,123868,9.518e+00
9,2.891e+01,3.252e+01,3.071e+01,50606,3.537e+00
10,3.252e+01,3.613e+01,3.433e+01,31426,6.417e-01
