File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G11_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G11_P01 (MPa),Time (sec),Run 2 : G11_P02 (MPa),Time (sec),Run 3 : G11_P03 (MPa),Time (sec),Run 4 : G11_P04 (MPa),Time (sec),Run 5 : G11_P05 (MPa),Time (sec),Run 6 : G11_P06 (MPa),Time (sec),Run 7 : G11_P07 (MPa),Time (sec),Run 8 : G11_P08 (MPa),Time (sec),Run 9 : G11_P09 (MPa),Time (sec),Run 10 : G11_P10 (MPa),
0.00239346,0.000155585,0.00118317,0.000564204,0.000608541,0.000690078,0.00150003,0.000207973,0.00203105,0.000157137,0.00103103,0.00174952,0.00212892,9.56099e-05,0.000694783,0.000617821,0.00184016,0.000198137,0.00130235,0.000446735,
0.00637857,0.00513882,0.0033555,0.00618169,0.00180025,0.00713711,0.0041808,0.00650285,0.00550826,0.00579869,0.00280742,0.000218585,0.0057459,0.00562685,0.002045,0.00786547,0.00503403,0.00534698,0.00366905,0.00641008,
0.00990796,0.034587,0.00548337,0.00771059,0.00305072,0.0106766,0.00672509,0.0258342,0.00866553,0.00368159,0.0047299,0.00993682,0.009007,0.0392341,0.00344178,0.0120319,0.00797734,0.00312085,0.00595881,0.0135045,
0.0131719,0.390823,0.00706987,0.0909687,0.00424196,0.00318186,0.00914787,0.323249,0.011531,0.46021,0.00644725,0.112381,0.0120917,0.441738,0.00474749,0.00374057,0.0107143,0.256382,0.00811809,0.18453,
0.0156486,0.830069,0.00874394,0.553421,0.00545415,0.153584,0.0112596,0.948197,0.0137715,0.811395,0.00820186,0.76564,0.0143074,0.77302,0.00603735,0.573134,0.0129837,0.716733,0.0100612,0.759397,
0.0178753,1.38859,0.0101692,0.924123,0.00666748,1.29105,0.0131145,1.7833,0.0157467,1.57112,0.00972638,1.94844,0.0162743,1.5418,0.00736752,1.44068,0.0150324,1.4189,0.0116591,1.42438,
0.0188532,1.25154,0.0116109,1.78547,0.0078407,2.20238,0.0140633,1.68981,0.0168799,1.48642,0.0112202,2.12419,0.0172868,1.41002,0.00853061,2.55434,0.0158799,1.2523,0.0130389,1.68138,
0.0198732,1.19202,0.0122899,1.52148,0.0082947,1.90849,0.0149925,1.6378,0.0181585,1.42204,0.0119695,1.93254,0.0183951,1.32818,0.00899541,2.13619,0.0168076,1.18041,0.0140265,1.60116,
0.0209413,1.20199,0.0129941,1.46092,0.00880772,1.84063,0.0159344,1.62436,0.0194844,1.42451,0.0127354,1.87362,0.0195447,1.34738,0.00949402,2.05876,0.0177659,1.20619,0.0150333,1.56366,
0.0221916,1.21035,0.0137151,1.47287,0.00932788,1.85385,0.0168978,1.61644,0.0208091,1.42437,0.0135063,1.86868,0.0207086,1.34842,0.00999879,2.0683,0.0187323,1.20304,0.01601,1.56688,
0.0236424,1.22118,0.0144503,1.47316,0.0098593,1.84486,0.0178192,1.60447,0.0220622,1.44298,0.0142423,1.8422,0.0218348,1.35588,0.010514,2.06261,0.0198369,1.21611,0.0169298,1.59303,
0.0250199,1.23726,0.0152957,1.45924,0.0103615,1.80961,0.0188454,1.66067,0.0235091,1.47227,0.0150674,1.92312,0.023107,1.37499,0.0111023,2.089,0.0210743,1.23972,0.0180145,1.61949,
0.0266049,1.2648,0.0162132,1.525,0.0109255,1.90771,0.0200613,1.69212,0.0252361,1.50048,0.0160823,1.96656,0.0245744,1.40145,0.0117515,2.13921,0.0225397,1.26217,0.0193115,1.67042,
0.0285179,1.28527,0.0173203,1.55699,0.0116164,1.96331,0.0215232,1.73404,0.0273072,1.53443,0.0172905,2.01405,0.0263231,1.43375,0.0125361,2.20369,0.0242901,1.29588,0.020902,1.67381,
0.0307964,1.31292,0.0186357,1.60356,0.0124467,2.02346,0.0232687,1.74983,0.0297745,1.55671,0.0187147,2.08537,0.0284148,1.4659,0.0134767,2.27692,0.0263659,1.32912,0.0227526,1.72741,
0.0335191,1.33467,0.0202021,1.65793,0.0134361,2.09648,0.0253151,1.80246,0.0326411,1.60078,0.0204287,2.15273,0.0309145,1.48875,0.0146033,2.37149,0.0288288,1.35031,0.0245717,1.77873,
0.0366892,1.37364,0.0220942,1.70666,0.0146112,2.19237,0.0273643,1.85351,0.0354035,1.65476,0.0221574,2.1628,0.0338367,1.54204,0.0157281,2.43545,0.0312492,1.38899,0.0267227,1.8357,
0.0402973,1.41585,0.0239942,1.70641,0.0157772,2.2404,0.0297666,1.9058,0.0388324,1.70068,0.024124,2.2386,0.0372709,1.58349,0.0170493,2.51962,0.0340528,1.44137,0.0292674,1.89593,
0.0447398,1.45852,0.0261478,1.77705,0.0171472,2.32186,0.03259,1.97928,0.0429484,1.7351,0.0264208,2.34756,0.0413223,1.63554,0.0185953,2.61597,0.0375097,1.47764,0.0321963,1.9777,
0.0500698,1.5042,0.028585,1.85495,0.0187679,2.41227,0.0358948,2.03915,0.0476688,1.79708,0.029228,2.43373,0.0461769,1.67932,0.0204126,2.70054,0.041524,1.51644,0.0352723,2.01701,
0.0551553,1.5352,0.0316823,1.92452,0.0206611,2.51196,0.0398987,2.09021,0.0530022,1.83732,0.0320412,2.48063,0.050975,1.71949,0.0222381,2.7821,0.0462387,1.56191,0.0388683,2.06752,
