File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.405e+01
Avg = 1.349e+01
SD = 9.981e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.405e+00,1.703e+00,161706,2.299e+01
2,3.405e+00,6.810e+00,5.108e+00,104712,1.554e+01
3,6.810e+00,1.022e+01,8.513e+00,52370,7.580e+00
4,1.022e+01,1.362e+01,1.192e+01,37480,5.418e+00
5,1.362e+01,1.703e+01,1.532e+01,43054,6.167e+00
6,1.703e+01,2.043e+01,1.873e+01,67245,9.874e+00
7,2.043e+01,2.384e+01,2.213e+01,73391,1.090e+01
8,2.384e+01,2.724e+01,2.554e+01,88402,1.273e+01
9,2.724e+01,3.065e+01,2.894e+01,47476,6.707e+00
10,3.065e+01,3.405e+01,3.235e+01,43572,2.096e+00
