File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.431e+01
Avg = 5.573e+00
SD = 2.714e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.431e+00,7.156e-01,213504,4.275e+00
2,1.431e+00,2.863e+00,2.147e+00,710363,1.591e+01
3,2.863e+00,4.294e+00,3.578e+00,833004,1.920e+01
4,4.294e+00,5.725e+00,5.010e+00,552492,1.245e+01
5,5.725e+00,7.156e+00,6.441e+00,575569,1.297e+01
6,7.156e+00,8.588e+00,7.872e+00,924830,2.079e+01
7,8.588e+00,1.002e+01,9.303e+00,462158,1.071e+01
8,1.002e+01,1.145e+01,1.073e+01,151875,3.107e+00
9,1.145e+01,1.288e+01,1.217e+01,32494,3.817e-01
10,1.288e+01,1.431e+01,1.360e+01,3608,2.166e-01
