File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.557e+01
Avg = 5.457e+00
SD = 3.357e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.557e+00,7.783e-01,62369,8.853e+00
2,1.557e+00,3.113e+00,2.335e+00,186127,2.747e+01
3,3.113e+00,4.670e+00,3.891e+00,83914,1.232e+01
4,4.670e+00,6.226e+00,5.448e+00,60990,8.891e+00
5,6.226e+00,7.783e+00,7.005e+00,72907,1.078e+01
6,7.783e+00,9.340e+00,8.561e+00,112070,1.657e+01
7,9.340e+00,1.090e+01,1.012e+01,68579,1.010e+01
8,1.090e+01,1.245e+01,1.167e+01,35357,3.939e+00
9,1.245e+01,1.401e+01,1.323e+01,27263,7.570e-01
10,1.401e+01,1.557e+01,1.479e+01,3632,3.217e-01
