File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.239e+01
Avg = 1.302e+01
SD = 9.221e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.239e+00,1.620e+00,138312,2.112e+01
2,3.239e+00,6.478e+00,4.859e+00,75142,1.192e+01
3,6.478e+00,9.718e+00,8.098e+00,66196,1.059e+01
4,9.718e+00,1.296e+01,1.134e+01,50015,7.409e+00
5,1.296e+01,1.620e+01,1.458e+01,56829,8.761e+00
6,1.620e+01,1.944e+01,1.782e+01,61924,9.789e+00
7,1.944e+01,2.267e+01,2.105e+01,61220,9.673e+00
8,2.267e+01,2.591e+01,2.429e+01,63446,9.949e+00
9,2.591e+01,2.915e+01,2.753e+01,67569,9.526e+00
10,2.915e+01,3.239e+01,3.077e+01,34583,1.261e+00
