case,test_id,theta1,theta2,pt,predicted_type,confidence,type1_probability,type2_probability,type3_probability,review_priority,csv_path,plot_path
Case4,Test_011,-39.0,-9.0,6617.1769490242,3,0.545,0.041666666666666664,0.41333333333333333,0.545,high,data/New_Data/csv_6x8_Case4/force_disp_Test_011.csv,data/New_Data/6x8_Case4/Original/plot_Test_011_original.png
Case4,Test_030,15.0,-12.0,5254.507497881742,3,0.8583333333333333,0.008333333333333333,0.13333333333333333,0.8583333333333333,low,data/New_Data/csv_6x8_Case4/force_disp_Test_030.csv,data/New_Data/6x8_Case4/Original/plot_Test_030_original.png
Case4,Test_032,-19.0,-7.0,5185.704814453898,3,0.79,0.008333333333333333,0.20166666666666666,0.79,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_032.csv,data/New_Data/6x8_Case4/Original/plot_Test_032_original.png
Case4,Test_036,8.0,25.0,5720.320830925971,3,0.805,0.015,0.18,0.805,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_036.csv,data/New_Data/6x8_Case4/Original/plot_Test_036_original.png
Case4,Test_045,-18.0,-35.0,7103.081242022104,3,0.525,0.06333333333333334,0.4116666666666667,0.525,high,data/New_Data/csv_6x8_Case4/force_disp_Test_045.csv,data/New_Data/6x8_Case4/Original/plot_Test_045_original.png
Case4,Test_059,14.0,3.0,4709.967384803875,3,0.8733333333333333,0.008333333333333333,0.11833333333333333,0.8733333333333333,low,data/New_Data/csv_6x8_Case4/force_disp_Test_059.csv,data/New_Data/6x8_Case4/Original/plot_Test_059_original.png
Case4,Test_068,-26.0,-1.0,5685.7966610439935,3,0.775,0.011666666666666667,0.21333333333333335,0.775,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_068.csv,data/New_Data/6x8_Case4/Original/plot_Test_068_original.png
Case4,Test_072,-29.0,13.0,6416.567888444309,3,0.7433333333333333,0.023333333333333334,0.23333333333333334,0.7433333333333333,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_072.csv,data/New_Data/6x8_Case4/Original/plot_Test_072_original.png
Case4,Test_074,-1.0,-8.0,4454.939969781293,3,0.8783333333333333,0.006666666666666667,0.115,0.8783333333333333,low,data/New_Data/csv_6x8_Case4/force_disp_Test_074.csv,data/New_Data/6x8_Case4/Original/plot_Test_074_original.png
Case4,Test_089,18.0,-35.0,7095.691677222553,3,0.4766666666666667,0.06333333333333334,0.46,0.4766666666666667,high,data/New_Data/csv_6x8_Case4/force_disp_Test_089.csv,data/New_Data/6x8_Case4/Original/plot_Test_089_original.png
Case4,Test_091,11.0,36.0,6625.152210227835,3,0.6283333333333333,0.03666666666666667,0.335,0.6283333333333333,high,data/New_Data/csv_6x8_Case4/force_disp_Test_091.csv,data/New_Data/6x8_Case4/Original/plot_Test_091_original.png
Case4,Test_098,-1.0,36.0,6233.452447751497,3,0.7016666666666667,0.02666666666666667,0.27166666666666667,0.7016666666666667,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_098.csv,data/New_Data/6x8_Case4/Original/plot_Test_098_original.png
Case4,Test_112,21.0,-8.0,5365.207130041489,3,0.8216666666666667,0.006666666666666667,0.17166666666666666,0.8216666666666667,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_112.csv,data/New_Data/6x8_Case4/Original/plot_Test_112_original.png
Case4,Test_113,35.0,-2.0,6319.804566328414,3,0.7583333333333333,0.021666666666666667,0.22,0.7583333333333333,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_113.csv,data/New_Data/6x8_Case4/Original/plot_Test_113_original.png
Case4,Test_119,31.0,-10.0,6212.083369363901,3,0.8,0.021666666666666667,0.17833333333333334,0.8,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_119.csv,data/New_Data/6x8_Case4/Original/plot_Test_119_original.png
Case4,Test_126,-8.0,18.0,5230.918348215608,3,0.64,0.008333333333333333,0.3516666666666667,0.64,high,data/New_Data/csv_6x8_Case4/force_disp_Test_126.csv,data/New_Data/6x8_Case4/Original/plot_Test_126_original.png
Case4,Test_129,24.0,11.0,5785.386087532803,3,0.845,0.016666666666666666,0.13833333333333334,0.845,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_129.csv,data/New_Data/6x8_Case4/Original/plot_Test_129_original.png
Case4,Test_140,1.0,-3.0,11665.921143637339,3,0.9016666666666666,0.0,0.09833333333333333,0.9016666666666666,low,data/New_Data/csv_6x8_Case4/force_disp_Test_140.csv,data/New_Data/6x8_Case4/Original/plot_Test_140_original.png
Case4,Test_155,11.0,-32.0,6458.419722424503,3,0.6966666666666667,0.02666666666666667,0.27666666666666667,0.6966666666666667,high,data/New_Data/csv_6x8_Case4/force_disp_Test_155.csv,data/New_Data/6x8_Case4/Original/plot_Test_155_original.png
Case4,Test_159,-9.0,-4.0,4267.542858404089,3,0.8616666666666667,0.011666666666666667,0.12666666666666668,0.8616666666666667,low,data/New_Data/csv_6x8_Case4/force_disp_Test_159.csv,data/New_Data/6x8_Case4/Original/plot_Test_159_original.png
Case4,Test_164,-16.0,-5.0,5038.163977626102,3,0.7466666666666667,0.008333333333333333,0.245,0.7466666666666667,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_164.csv,data/New_Data/6x8_Case4/Original/plot_Test_164_original.png
Case4,Test_165,-5.0,10.0,4616.582490604712,3,0.87,0.008333333333333333,0.12166666666666667,0.87,low,data/New_Data/csv_6x8_Case4/force_disp_Test_165.csv,data/New_Data/6x8_Case4/Original/plot_Test_165_original.png
Case4,Test_167,-4.0,-6.0,4488.450351485556,3,0.8666666666666667,0.011666666666666667,0.12166666666666667,0.8666666666666667,low,data/New_Data/csv_6x8_Case4/force_disp_Test_167.csv,data/New_Data/6x8_Case4/Original/plot_Test_167_original.png
Case4,Test_168,-5.0,-1.0,11591.474641550583,3,0.895,0.0,0.105,0.895,low,data/New_Data/csv_6x8_Case4/force_disp_Test_168.csv,data/New_Data/6x8_Case4/Original/plot_Test_168_original.png
Case4,Test_171,-6.0,-18.0,5081.54076738477,3,0.8566666666666667,0.005,0.13833333333333334,0.8566666666666667,low,data/New_Data/csv_6x8_Case4/force_disp_Test_171.csv,data/New_Data/6x8_Case4/Original/plot_Test_171_original.png
Case4,Test_189,34.0,0.0,6082.068388142859,3,0.7683333333333333,0.021666666666666667,0.21,0.7683333333333333,medium,data/New_Data/csv_6x8_Case4/force_disp_Test_189.csv,data/New_Data/6x8_Case4/Original/plot_Test_189_original.png
Case4,Test_194,-11.0,-16.0,5237.654919306807,3,0.8533333333333334,0.01,0.13666666666666666,0.8533333333333334,low,data/New_Data/csv_6x8_Case4/force_disp_Test_194.csv,data/New_Data/6x8_Case4/Original/plot_Test_194_original.png
Case4,Test_204,27.0,-22.0,7044.645326569065,3,0.67,0.04833333333333333,0.2816666666666667,0.67,high,data/New_Data/csv_6x8_Case4/force_disp_Test_204.csv,data/New_Data/6x8_Case4/Original/plot_Test_204_original.png
Case4,Test_210,-10.0,23.0,5820.59639528756,3,0.6983333333333334,0.016666666666666666,0.285,0.6983333333333334,high,data/New_Data/csv_6x8_Case4/force_disp_Test_210.csv,data/New_Data/6x8_Case4/Original/plot_Test_210_original.png
