File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.613e+01
Avg = 1.471e+01
SD = 1.079e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.613e+00,1.807e+00,221929,2.333e+01
2,3.613e+00,7.226e+00,5.420e+00,123645,1.355e+01
3,7.226e+00,1.084e+01,9.033e+00,75802,8.134e+00
4,1.084e+01,1.445e+01,1.265e+01,51244,5.418e+00
5,1.445e+01,1.807e+01,1.626e+01,51764,5.529e+00
6,1.807e+01,2.168e+01,1.987e+01,82950,8.880e+00
7,2.168e+01,2.529e+01,2.348e+01,106854,1.171e+01
8,2.529e+01,2.890e+01,2.710e+01,122472,1.305e+01
9,2.890e+01,3.252e+01,3.071e+01,78592,8.295e+00
10,3.252e+01,3.613e+01,3.432e+01,44488,2.092e+00
