File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.310e+01
Avg = 8.629e+00
SD = 5.789e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.310e+00,1.155e+00,164096,1.708e+01
2,2.310e+00,4.619e+00,3.465e+00,170529,1.914e+01
3,4.619e+00,6.929e+00,5.774e+00,98733,1.062e+01
4,6.929e+00,9.239e+00,8.084e+00,70336,7.402e+00
5,9.239e+00,1.155e+01,1.039e+01,83228,8.935e+00
6,1.155e+01,1.386e+01,1.270e+01,103624,1.155e+01
7,1.386e+01,1.617e+01,1.501e+01,116504,1.265e+01
8,1.617e+01,1.848e+01,1.732e+01,90140,9.635e+00
9,1.848e+01,2.079e+01,1.963e+01,60930,2.656e+00
10,2.079e+01,2.310e+01,2.194e+01,5468,3.281e-01
