File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G02\P01\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 6 : V02FAM_G02_P01 (MPa),
0.0013888,0.00110999,
0.00362002,0.000120096,
0.00585196,0.000453268,
0.0078543,0.0757637,
0.0100746,0.431448,
0.0120653,0.792105,
0.0138455,1.56788,
0.014433,1.36882,
0.0149954,1.33588,
0.0155825,1.37483,
0.016175,1.40797,
0.0167788,1.45026,
0.0173868,1.4921,
0.0181072,1.54757,
0.0189587,1.61027,
0.0198051,1.66912,
0.0208057,1.73474,
0.0218054,1.79278,
0.0229887,1.86085,
0.0241855,1.89684,
0.025368,1.95437,
0.026753,2.01594,
0.0281269,2.07421,
0.0295022,2.12894,
0.0311189,2.19026,
0.0327261,2.24695,
0.0343561,2.30208,
0.0359866,2.35278,
0.0379003,2.40758,
0.039808,2.46338,
0.0417174,2.51387,
0.0436548,2.5645,
0.0456004,2.6109,
0.0478872,2.66388,
0.0501681,2.71625,
0.0524507,2.76422,
0.0547539,2.81305,
0.0570695,2.85793,
0.0597682,2.9087,
0.0624771,2.96034,
0.065204,3.00847,
0.0679174,3.05423,
0.0706647,3.1006,
0.0734293,3.14539,
0.0766477,3.19617,
0.0798781,3.2471,
0.083117,3.29594,
0.086368,3.34251,
0.0896366,3.38862,
0.0929304,3.4345,
0.0962389,3.47871,
0.100088,3.52972,
0.103929,3.58138,
0.107778,3.62969,
0.111654,3.67769,
0.115551,3.72549,
0.119456,3.77269,
0.123368,3.81888,
0.127298,3.86569,
0.13186,3.91791,
0.136399,3.9721,
0.140964,4.02428,
0.145567,4.07614,
0.150178,4.12672,
0.154796,4.17623,
0.159455,4.22636,
0.164132,4.27515,
0.168829,4.32436,
0.173553,4.37267,
0.178992,4.42678,
0.184397,4.48399,
0.189809,4.53935,
0.195228,4.59404,
0.20064,4.64785,
0.206062,4.70063,
0.211494,4.75326,
0.216672,4.8192,
0.221615,4.94732,
