File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.369e+01
Avg = 1.785e+01
SD = 1.300e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.369e+00,2.185e+00,216008,2.268e+01
2,4.369e+00,8.739e+00,6.554e+00,123826,1.358e+01
3,8.739e+00,1.311e+01,1.092e+01,79427,8.530e+00
4,1.311e+01,1.748e+01,1.529e+01,51303,5.421e+00
5,1.748e+01,2.185e+01,1.966e+01,53088,5.667e+00
6,2.185e+01,2.622e+01,2.403e+01,83180,8.908e+00
7,2.622e+01,3.059e+01,2.840e+01,107392,1.176e+01
8,3.059e+01,3.496e+01,3.277e+01,123502,1.316e+01
9,3.496e+01,3.932e+01,3.714e+01,77492,8.191e+00
10,3.932e+01,4.369e+01,4.151e+01,44522,2.095e+00
