File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 44 : V03FAM_G05_P04 (MPa),
0.000672246,0.000573628,
0.00201441,0.00721643,
0.00339647,0.0105618,
0.00466583,0.0027915,
0.00590062,0.498755,
0.00715704,1.20821,
0.00823141,2.13709,
0.00860979,1.73414,
0.00901262,1.68557,
0.00941753,1.69166,
0.00981961,1.68907,
0.0102699,1.71893,
0.0107748,1.77938,
0.0113674,1.84827,
0.0119732,1.90293,
0.0126955,1.96562,
0.0134299,1.99933,
0.0141812,2.05731,
0.015063,2.11749,
0.0159468,2.17101,
0.0168373,2.21391,
0.0178862,2.27133,
0.0189291,2.3211,
0.0201546,2.38443,
0.0213782,2.43727,
0.0226106,2.48248,
0.0238465,2.47877,
0.0252648,2.58123,
0.0267016,2.6242,
0.0281579,2.62468,
0.0295909,2.66897,
0.0310116,2.71086,
0.032675,2.75634,
0.0343337,2.79866,
0.0359968,2.83792,
0.0376667,2.87367,
0.0393427,2.90865,
0.0410374,2.94232,
0.043024,2.9794,
0.0450062,3.01639,
0.0469996,3.05011,
0.0489908,3.08191,
0.0509867,3.11297,
0.0533265,3.14856,
0.0556596,3.1828,
0.0580043,3.21524,
0.0603607,3.24742,
0.062737,3.27706,
0.065127,3.3071,
0.067527,3.33608,
0.0699304,3.36389,
0.07274,3.3973,
0.0755477,3.42974,
0.0783654,3.46012,
0.0811963,3.48935,
0.0840376,3.51802,
0.0868952,3.54675,
0.0897593,3.57434,
0.092633,3.60095,
0.0959952,3.63287,
0.0993487,3.664,
0.102711,3.69409,
0.106082,3.72265,
0.109463,3.75062,
0.11286,3.77832,
0.116274,3.80555,
0.119696,3.83221,
0.123133,3.85855,
0.126577,3.88413,
0.130596,3.9144,
0.13459,3.94527,
0.138605,3.97461,
0.14264,4.00273,
0.146672,4.03044,
0.150712,4.05743,
0.154763,4.08466,
0.158821,4.1118,
0.162906,4.13831,
0.166995,4.16473,
0.171101,4.19047,
0.175876,4.22047,
0.180607,4.25095,
0.185361,4.28015,
0.190118,4.30867,
0.194883,4.33649,
0.199646,4.3633,
0.204391,4.39027,
0.20904,4.42818,
0.213768,4.46313,
0.21852,4.49239,
0.223166,4.5282,
0.227793,4.56088,
0.232423,4.59227,
0.23707,4.62214,
0.241724,4.65161,
0.246384,4.68141,
0.251064,4.71082,
0.255757,4.7395,
0.260466,4.76887,
0.265187,4.79733,
0.269897,4.82544,
0.274605,4.85313,
0.279346,4.88087,
0.284059,4.90767,
0.28857,4.94377,
0.292788,5.02411,
0.297011,5.13958,
0.301282,5.16469,
0.305588,5.20499,
0.309882,5.24851,
0.31415,5.29433,
0.318409,5.34383,
0.322645,5.39304,
0.326868,5.44342,
0.331079,5.49325,
0.335283,5.54346,
0.339455,5.59394,
0.343617,5.6459,
0.347794,5.69582,
0.351954,5.74702,
0.356104,5.79983,
0.360257,5.85128,
0.364397,5.90301,
0.368533,5.95551,
0.372669,6.00795,
0.376817,6.06044,
0.380935,6.09914,
0.384915,6.16914,
0.389035,6.21857,
0.393185,6.2687,
0.397312,6.32057,
0.401469,6.37242,
0.40562,6.42255,
0.409786,6.47328,
0.413961,6.52376,
0.418149,6.57526,
0.422359,6.61329,
0.426437,6.67813,
0.430665,6.72443,
0.434905,6.77197,
0.43916,6.8103,
0.443272,6.86164,
0.447402,6.92263,
0.451715,6.95682,
0.455897,7.00468,
0.460072,7.05183,
0.464266,7.09832,
0.468478,7.14375,
0.472704,7.18798,
0.476956,7.23256,
0.48122,7.28264,
0.485668,7.31612,
0.489992,7.36014,
0.494327,7.40453,
0.498674,7.4472,
0.503037,7.48963,
0.507405,7.5302,
0.511835,7.57181,
0.516258,7.61231,
0.520721,7.65308,
0.525177,7.69294,
0.529684,7.73386,
0.534163,7.77293,
0.538678,7.81232,
0.543194,7.85174,
0.547678,7.8903,
0.552147,7.92992,
0.556556,7.97294,
0.560944,8.02636,
0.565522,8.05591,
0.56998,8.10053,
0.574395,8.14461,
0.578823,8.1885,
0.583231,8.23199,
0.58767,8.27525,
0.592087,8.32035,
0.596516,8.36799,
0.600946,8.42068,
0.605356,8.47656,
0.609928,8.52567,
0.614388,8.58402,
0.618821,8.64327,
0.623238,8.70108,
0.627682,8.75941,
0.632114,8.87551,
0.636264,8.88709,
0.640698,8.93765,
0.645132,8.99674,
0.649567,9.05565,
0.653999,9.17663,
0.658154,9.18782,
0.662586,9.23978,
0.667039,9.29916,
0.671477,9.36018,
0.675924,9.42256,
0.680368,9.4854,
0.684803,9.54775,
0.689217,9.61067,
0.693582,9.67426,
0.697952,9.80415,
0.701986,9.81256,
0.706283,9.86531,
0.710531,9.9938,
0.71444,9.9967,
0.715375,10.0246,
0.720351,12.2175,
0.724699,14.0388,
0.727745,15.2589,
0.727745,15.2589,
0.732457,17.0893,
0.737453,18.9381,
0.742748,20.7999,
0.74836,22.6689,
0.75431,24.5389,
0.760616,26.4032,
0.767112,28.2022,
0.773802,29.9349,
0.780694,31.6002,
0.787791,33.1972,
0.795102,34.7254,
0.802633,36.1843,
0.810389,37.5739,
0.818377,38.8941,
0.826606,40.1454,
0.835081,41.3281,
0.843811,42.443,
0.852802,43.4911,
0.862064,44.4736,
0.871603,45.3919,
0.881428,46.2475,
0.891548,47.0422,
0.901971,47.7778,
0.912708,48.4566,
0.923766,49.0807,
0.936483,49.719,
0.951108,50.3597,
0.967926,50.9888,
0.987267,51.5905,
1.00951,52.1487,
1.03509,52.6478,
1.0645,53.075,
1.09833,53.4217,
1.13723,53.6856,
1.18197,53.871,
1.23342,53.9888,
1.29001,54.0517,
1.35226,54.0818,
1.42074,54.0943,
1.49607,54.0986,
1.57892,54.0998,
1.67007,54.1,
1.77032,54.1,
1.88061,54.1,
2.00192,54.1,
2.13536,54.1,
2.28215,54.1,
2.44361,54.1,
2.62122,54.1,
2.71537,54.1,
2.73452,44.1,
2.75653,34.3913,
2.78185,25.6843,
2.81097,18.2064,
2.84445,12.1105,
2.88295,7.44738,
2.92723,4.14966,
2.97816,2.03656,
3.03417,0.895789,
3.09579,0.34384,
3.16356,0.110793,
3.23812,0.028191,
3.32013,0.00507131,
3.41034,0.000496382,
3.50957,3.80641e-06,
3.61873,1e-06,
3.7388,1e-06,
3.87088,1e-06,
4.01617,1e-06,
4.17599,1e-06,
4.37136,1e-06,
4.58627,1e-06,
4.80333,1e-06,
5.02256,1e-06,
5.24398,1e-06,
5.46762,1e-06,
5.69349,1e-06,
5.92162,1e-06,
6.15204,1e-06,
6.38475,1e-06,
6.6198,1e-06,
6.85719,1e-06,
7.09696,1e-06,
7.33913,1e-06,
7.58372,1e-06,
7.83075,1e-06,
8.08025,1e-06,
8.33225,1e-06,
8.58677,1e-06,
8.84384,1e-06,
9.10347,1e-06,
9.3657,1e-06,
9.63056,1e-06,
9.89806,1e-06,
10.1682,1e-06,
10.4411,1e-06,
10.7167,1e-06,
10.9951,1e-06,
11.2762,1e-06,
11.5602,1e-06,
11.847,1e-06,
12.1367,1e-06,
12.4292,1e-06,
