File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.245e+01
Avg = 8.242e+00
SD = 6.133e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.245e+00,1.123e+00,120337,2.504e+01
2,2.245e+00,4.490e+00,3.368e+00,64085,1.399e+01
3,4.490e+00,6.735e+00,5.613e+00,37512,7.862e+00
4,6.735e+00,8.980e+00,7.858e+00,31935,6.703e+00
5,8.980e+00,1.123e+01,1.010e+01,37669,7.947e+00
6,1.123e+01,1.347e+01,1.235e+01,53186,1.151e+01
7,1.347e+01,1.572e+01,1.459e+01,60335,1.285e+01
8,1.572e+01,1.796e+01,1.684e+01,46603,9.697e+00
9,1.796e+01,2.021e+01,1.908e+01,45271,3.527e+00
10,2.021e+01,2.245e+01,2.133e+01,6151,8.793e-01
