feature,scalar_importance,type_importance,curve_importance,combined_importance
angle_min_abs,0.5924092816168721,0.013903449420828062,0.5736387194670481,0.3933171501682495
d11,0.0170029608577723,0.051285318591568624,0.06481412024939431,0.04436746656624507
a11_a22_ratio,0.0060753839464673795,0.09895138352333498,0.014976381642969475,0.04000104970425728
a11,0.01178113832254074,0.058087814780319026,0.04935505905106425,0.039741337384641334
d12,0.07269469199080475,0.0075628007972454005,0.036224541801532825,0.03882734486319433
d11_d22_ratio,0.006072940457027208,0.0807045782240276,0.021045448278832538,0.03594098898662911
d66,0.06296311676655031,0.007831012291389428,0.03273914461056601,0.03451109122283525
bending_anisotropy,0.004706620653657896,0.08071458694062214,0.00893141718654262,0.03145087492694089
a12,0.05692232650704702,0.0061241293376581235,0.028173067334464563,0.030406507726389902
a66,0.0547951229345416,0.006827241441246337,0.028045901336422947,0.029889421904070294
membrane_anisotropy,0.003396640518401546,0.060986435830772984,0.005844861004653357,0.023409312451275963
stack_balance_cos_sum,0.002658383887226291,0.05691420795430847,0.009827262940497907,0.023133284927344223
angle_max_abs,0.005171684778028995,0.052483946609697046,0.009526776104098396,0.022394135830608147
angle_abs_mean,0.003745381287406433,0.03673166662212082,0.022445726520485723,0.02097425814333766
a22,0.0013302034748937995,0.05734178280942605,0.0038281769262213054,0.02083338773684705
d22,0.002040159527159189,0.05435905193103058,0.004736806365830716,0.02037867260800683
theta1_cos_2,0.013704551669090804,0.022825732033239385,0.008941047913903958,0.015157110538744717
abs_theta1,0.010654976051862244,0.01526037085731778,0.007611263719482909,0.011175536876220978
theta_abs_diff,0.0024762872053657094,0.028781025295725893,0.0021541117193129315,0.01113714140680151
angle_abs_std,0.004520958196276557,0.01874024424584053,0.008712599651358168,0.010657934031158419
dd_angle_spread,0.0018766167691955838,0.02584816827373919,0.0022073619296954614,0.009977382324210077
theta1_cos_4,0.011306799318737614,0.005849266687283658,0.009648949422010703,0.008935005142677324
a66_geom_ratio,0.009801855275323575,0.004024609823802996,0.01122751431256084,0.00835132647056247
theta2_cos_2,0.0034326926104290734,0.014068038618988903,0.003831914536301252,0.007110881921906409
abs_theta2,0.0031075099572313828,0.013336675814552003,0.004125261787666891,0.00685648251981676
theta_product,0.005458122731317548,0.007750770451673361,0.003234353625458819,0.005481082269483243
theta2_cos_4,0.006481989475519326,0.003581862483332741,0.004723842095114967,0.0049292313513223445
b22,0.0005531482513747741,0.013310794384576956,0.0007349015260095188,0.004866281387320416
b11,0.004094253070267084,0.00553774049432832,0.0033797969484589143,0.004337263504351439
b22_d22_ratio,0.0014401736161639568,0.00945147520319768,0.001927030968721708,0.0042728932626944485
stack_symmetry_mismatch,0.00019241078441991266,0.011497476327790301,0.00029460516391062073,0.003994830758706945
b11_d11_ratio,0.001083478613217185,0.010091844031961571,0.0007836233681714977,0.003986315337783417
b12,0.0036469116527723974,0.0031183317594793134,0.0014991843173298653,0.002754809243193859
b66,0.0029392942457381246,0.0035387207372657593,0.0017363588814025043,0.002738124621468796
theta_diff,0.0006357534574577261,0.006556956391563731,0.0007926488609385807,0.002661786236653346
theta1,0.0007567635136362757,0.004107520975994431,0.0006977840333991208,0.0018540228410099426
theta2,0.000790246952137335,0.0037403902222917346,0.0006699185457896592,0.0017335185734062431
theta_sum,0.0006602911025074564,0.0036324352707186904,0.000641243693035737,0.0016446566887539612
dd_angle_center,0.0007345721790821115,0.0033306418235076376,0.0006149561122524836,0.0015600567049474108
