File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.625e+01
Avg = 6.179e+00
SD = 3.120e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.625e+00,8.123e-01,240788,4.893e+00
2,1.625e+00,3.249e+00,2.437e+00,795885,1.787e+01
3,3.249e+00,4.874e+00,4.062e+00,792913,1.826e+01
4,4.874e+00,6.499e+00,5.686e+00,540006,1.215e+01
5,6.499e+00,8.123e+00,7.311e+00,590159,1.331e+01
6,8.123e+00,9.748e+00,8.936e+00,902666,2.032e+01
7,9.748e+00,1.137e+01,1.056e+01,396293,9.180e+00
8,1.137e+01,1.300e+01,1.219e+01,154877,3.274e+00
9,1.300e+01,1.462e+01,1.381e+01,42278,4.859e-01
10,1.462e+01,1.625e+01,1.543e+01,4032,2.477e-01
