File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.594e+01
Avg = 2.492e+01
SD = 1.644e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.594e+00,2.797e+00,575702,1.638e+01
2,5.594e+00,1.119e+01,8.390e+00,398114,1.191e+01
3,1.119e+01,1.678e+01,1.398e+01,371232,1.115e+01
4,1.678e+01,2.237e+01,1.958e+01,296407,8.550e+00
5,2.237e+01,2.797e+01,2.517e+01,220071,6.134e+00
6,2.797e+01,3.356e+01,3.076e+01,327361,9.669e+00
7,3.356e+01,3.915e+01,3.636e+01,335511,9.992e+00
8,3.915e+01,4.475e+01,4.195e+01,357446,1.038e+01
9,4.475e+01,5.034e+01,4.754e+01,381744,1.136e+01
10,5.034e+01,5.594e+01,5.314e+01,154680,4.474e+00
