File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.039e+01
Avg = 1.665e+01
SD = 1.201e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.039e+00,2.020e+00,155616,2.208e+01
2,4.039e+00,8.079e+00,6.059e+00,87271,1.302e+01
3,8.079e+00,1.212e+01,1.010e+01,62938,9.139e+00
4,1.212e+01,1.616e+01,1.414e+01,39399,5.688e+00
5,1.616e+01,2.020e+01,1.818e+01,40518,5.801e+00
6,2.020e+01,2.424e+01,2.222e+01,61987,8.993e+00
7,2.424e+01,2.828e+01,2.626e+01,77688,1.159e+01
8,2.828e+01,3.231e+01,3.029e+01,89853,1.295e+01
9,3.231e+01,3.635e+01,3.433e+01,58350,8.324e+00
10,3.635e+01,4.039e+01,3.837e+01,45788,2.400e+00
