File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.755e+01
Avg = 1.939e+01
SD = 1.308e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.755e+00,2.377e+00,235678,1.793e+01
2,4.755e+00,9.510e+00,7.132e+00,174487,1.369e+01
3,9.510e+00,1.426e+01,1.189e+01,151068,1.193e+01
4,1.426e+01,1.902e+01,1.664e+01,95905,7.377e+00
5,1.902e+01,2.377e+01,2.140e+01,100492,7.768e+00
6,2.377e+01,2.853e+01,2.615e+01,139095,1.100e+01
7,2.853e+01,3.328e+01,3.091e+01,128020,1.002e+01
8,3.328e+01,3.804e+01,3.566e+01,149981,1.160e+01
9,3.804e+01,4.279e+01,4.042e+01,91308,7.030e+00
10,4.279e+01,4.755e+01,4.517e+01,47350,1.650e+00
