File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.352e+01
Avg = 4.080e+00
SD = 2.648e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.352e+00,6.761e-01,250932,1.976e+01
2,1.352e+00,2.704e+00,2.028e+00,204484,1.686e+01
3,2.704e+00,4.056e+00,3.380e+00,181749,1.468e+01
4,4.056e+00,5.408e+00,4.732e+00,177436,1.428e+01
5,5.408e+00,6.760e+00,6.084e+00,186757,1.516e+01
6,6.760e+00,8.113e+00,7.437e+00,161048,1.287e+01
7,8.113e+00,9.465e+00,8.789e+00,55950,4.641e+00
8,9.465e+00,1.082e+01,1.014e+01,52016,1.495e+00
9,1.082e+01,1.217e+01,1.149e+01,7416,1.348e-01
10,1.217e+01,1.352e+01,1.284e+01,2880,1.259e-01
