File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.459e+01
Avg = 2.213e+01
SD = 1.522e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.459e+00,2.730e+00,298266,1.935e+01
2,5.459e+00,1.092e+01,8.189e+00,182898,1.216e+01
3,1.092e+01,1.638e+01,1.365e+01,166222,1.114e+01
4,1.638e+01,2.184e+01,1.911e+01,119716,7.860e+00
5,2.184e+01,2.730e+01,2.457e+01,115987,7.640e+00
6,2.730e+01,3.276e+01,3.003e+01,150894,1.005e+01
7,3.276e+01,3.822e+01,3.549e+01,188407,1.234e+01
8,3.822e+01,4.368e+01,4.095e+01,173238,1.162e+01
9,4.368e+01,4.913e+01,4.640e+01,92932,6.120e+00
10,4.913e+01,5.459e+01,5.186e+01,51740,1.723e+00
