File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.489e+01
Avg = 8.357e+00
SD = 6.228e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.489e+00,1.244e+00,295086,2.510e+01
2,2.489e+00,4.978e+00,3.733e+00,184238,1.639e+01
3,4.978e+00,7.467e+00,6.222e+00,95951,8.326e+00
4,7.467e+00,9.956e+00,8.711e+00,87238,7.553e+00
5,9.956e+00,1.244e+01,1.120e+01,109061,9.523e+00
6,1.244e+01,1.493e+01,1.369e+01,141564,1.266e+01
7,1.493e+01,1.742e+01,1.618e+01,152068,1.307e+01
8,1.742e+01,1.991e+01,1.867e+01,62644,5.394e+00
9,1.991e+01,2.240e+01,2.116e+01,48374,1.705e+00
10,2.240e+01,2.489e+01,2.365e+01,5348,2.687e-01
