File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.323e+01
Avg = 4.907e+00
SD = 2.539e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.323e+00,6.615e-01,259714,5.801e+00
2,1.323e+00,2.646e+00,1.984e+00,805170,1.947e+01
3,2.646e+00,3.969e+00,3.307e+00,674387,1.686e+01
4,3.969e+00,5.292e+00,4.630e+00,478633,1.162e+01
5,5.292e+00,6.615e+00,5.953e+00,544582,1.334e+01
6,6.615e+00,7.938e+00,7.276e+00,874928,2.146e+01
7,7.938e+00,9.261e+00,8.599e+00,350996,8.501e+00
8,9.261e+00,1.058e+01,9.922e+00,130648,2.550e+00
9,1.058e+01,1.191e+01,1.125e+01,14443,2.301e-01
10,1.191e+01,1.323e+01,1.257e+01,2880,1.708e-01
