File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.950e+01
Avg = 1.138e+01
SD = 7.866e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.951e+00,1.475e+00,259386,1.958e+01
2,2.951e+00,5.901e+00,4.426e+00,219040,1.746e+01
3,5.901e+00,8.851e+00,7.376e+00,112215,8.747e+00
4,8.851e+00,1.180e+01,1.033e+01,88443,6.791e+00
5,1.180e+01,1.475e+01,1.328e+01,94872,7.362e+00
6,1.475e+01,1.770e+01,1.623e+01,134351,1.044e+01
7,1.770e+01,2.065e+01,1.918e+01,182584,1.415e+01
8,2.065e+01,2.360e+01,2.213e+01,139415,1.074e+01
9,2.360e+01,2.655e+01,2.508e+01,56437,4.035e+00
10,2.655e+01,2.950e+01,2.803e+01,32713,6.926e-01
