File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.992e+01
Avg = 1.146e+01
SD = 8.343e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.992e+00,1.496e+00,269984,2.294e+01
2,2.992e+00,5.985e+00,4.489e+00,150822,1.308e+01
3,5.985e+00,8.977e+00,7.481e+00,115953,9.945e+00
4,8.977e+00,1.197e+01,1.047e+01,82430,6.977e+00
5,1.197e+01,1.496e+01,1.347e+01,99666,8.509e+00
6,1.496e+01,1.795e+01,1.646e+01,114344,9.935e+00
7,1.795e+01,2.095e+01,1.945e+01,116247,1.003e+01
8,2.095e+01,2.394e+01,2.244e+01,142350,1.216e+01
9,2.394e+01,2.693e+01,2.544e+01,63490,5.349e+00
10,2.693e+01,2.992e+01,2.843e+01,40658,1.086e+00
