File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.735e+01
Avg = 9.884e+00
SD = 7.269e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.735e+00,1.368e+00,294193,2.503e+01
2,2.735e+00,5.470e+00,4.103e+00,154316,1.377e+01
3,5.470e+00,8.205e+00,6.838e+00,93298,8.132e+00
4,8.205e+00,1.094e+01,9.573e+00,81352,7.036e+00
5,1.094e+01,1.368e+01,1.231e+01,92885,8.080e+00
6,1.368e+01,1.641e+01,1.504e+01,133577,1.183e+01
7,1.641e+01,1.915e+01,1.778e+01,170853,1.487e+01
8,1.915e+01,2.188e+01,2.051e+01,93720,8.127e+00
9,2.188e+01,2.462e+01,2.325e+01,52757,2.797e+00
10,2.462e+01,2.735e+01,2.598e+01,14621,3.289e-01
