File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.710e+01
Avg = 1.609e+01
SD = 1.128e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.710e+00,1.855e+00,116114,1.996e+01
2,3.710e+00,7.420e+00,5.565e+00,65210,1.148e+01
3,7.420e+00,1.113e+01,9.276e+00,62920,1.110e+01
4,1.113e+01,1.484e+01,1.299e+01,35890,6.116e+00
5,1.484e+01,1.855e+01,1.670e+01,30590,5.085e+00
6,1.855e+01,2.226e+01,2.041e+01,53928,9.331e+00
7,2.226e+01,2.597e+01,2.412e+01,59618,1.053e+01
8,2.597e+01,2.968e+01,2.783e+01,61660,1.083e+01
9,2.968e+01,3.339e+01,3.154e+01,69300,1.195e+01
10,3.339e+01,3.710e+01,3.525e+01,45370,3.622e+00
