File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.509e+01
Avg = 9.628e+00
SD = 6.919e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.509e+00,1.255e+00,138590,2.116e+01
2,2.509e+00,5.018e+00,3.764e+00,90568,1.437e+01
3,5.018e+00,7.527e+00,6.273e+00,68047,1.074e+01
4,7.527e+00,1.004e+01,8.782e+00,45949,6.751e+00
5,1.004e+01,1.255e+01,1.129e+01,61944,9.721e+00
6,1.255e+01,1.505e+01,1.380e+01,60848,9.622e+00
7,1.505e+01,1.756e+01,1.631e+01,59876,9.479e+00
8,1.756e+01,2.007e+01,1.882e+01,61972,9.726e+00
9,2.007e+01,2.258e+01,2.133e+01,70849,7.771e+00
10,2.258e+01,2.509e+01,2.384e+01,16593,6.555e-01
