File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G16_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G16_P01 (MPa),Time (sec),Run 2 : G16_P02 (MPa),Time (sec),Run 3 : G16_P03 (MPa),Time (sec),Run 4 : G16_P04 (MPa),Time (sec),Run 5 : G16_P05 (MPa),Time (sec),Run 6 : G16_P06 (MPa),Time (sec),Run 7 : G16_P07 (MPa),Time (sec),Run 8 : G16_P08 (MPa),Time (sec),Run 9 : G16_P09 (MPa),Time (sec),Run 10 : G16_P10 (MPa),
0.0031585,0.000187169,0.00156135,0.000577883,0.000803052,0.000956192,0.0019795,4.07176e-06,0.00268025,0.000283264,0.00136058,0.000855111,0.0028094,0.000252794,0.00091686,0.00122017,0.00242834,0.000146322,0.00171863,0.000541514,
0.00735193,0.000479242,0.00380802,0.000245378,0.00202752,0.00452969,0.00486995,1.09629e-06,0.00634258,0.000591732,0.00335185,0.000158188,0.00661797,0.000556101,0.00230355,0.000495781,0.00586802,7.61481e-06,0.00416614,0.000133845,
0.0114754,0.00307744,0.00615926,0.00425526,0.00340004,1.36989e-05,0.00774652,0.00438792,0.00997763,0.00374524,0.00545527,0.00532133,0.0103879,0.00356108,0.00381322,0.00697415,0.00924814,0.00328943,0.006713,0.00434424,
0.0147475,0.0404182,0.0085503,0.0170693,0.00477615,0.00796046,0.0105387,0.00310164,0.0133821,0.0465521,0.00762213,0.0202998,0.0138939,0.0440417,0.00540459,0.00764421,0.0124442,0.0233709,0.00927209,0.0016028,
0.0183546,0.231054,0.0114155,0.131691,0.00615363,0.00187747,0.013323,0.119818,0.0169885,0.284871,0.0101907,0.0341281,0.0175967,0.27753,0.00692498,0.00129137,0.0157213,0.152338,0.0119153,0.0581516,
0.0220874,0.486211,0.014236,0.672124,0.00787721,0.0785027,0.0163716,0.681907,0.0204008,0.573019,0.0126948,0.748652,0.0210334,0.557314,0.00851233,0.233162,0.019023,0.503354,0.0146734,0.584506,
0.0262231,0.908714,0.0169982,1.30268,0.00961468,0.953777,0.0193292,1.27124,0.024055,1.22496,0.0149338,1.32227,0.0245881,1.1307,0.0102766,0.938643,0.0224749,1.03421,0.0171671,1.04074,
0.0294183,0.999478,0.0183229,1.23547,0.011392,1.75095,0.0215157,1.36472,0.0257104,1.14536,0.0169247,1.60901,0.0266834,1.10384,0.0118169,1.61292,0.0242891,0.989395,0.0196146,1.32853,
0.0326918,0.977633,0.0198729,1.20409,0.0122109,1.59333,0.0234923,1.34454,0.027622,1.10285,0.0186017,1.58687,0.0291182,1.05743,0.0131726,1.80594,0.0263912,0.944258,0.0214041,1.29322,
0.0360259,0.972907,0.0214312,1.20355,0.0131543,1.54741,0.0255196,1.3133,0.0295882,1.11213,0.0202654,1.5379,0.0315766,1.07208,0.014315,1.79864,0.0285348,0.96386,0.0232447,1.26399,
0.0392324,0.97759,0.0229523,1.21242,0.014108,1.53792,0.0275128,1.3125,0.0319394,1.12088,0.021835,1.55575,0.0340472,1.07617,0.0154509,1.74275,0.0306621,0.965373,0.0250062,1.27706,
0.0428799,1.00075,0.0246621,1.23633,0.0150266,1.54926,0.0296819,1.35067,0.03427,1.13327,0.0233542,1.58083,0.0368937,1.09407,0.0165445,1.75933,0.0331053,0.98313,0.0269867,1.30431,
