File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.230e+01
Avg = 6.992e+00
SD = 4.992e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.230e+00,1.115e+00,306559,2.436e+01
2,2.230e+00,4.459e+00,3.344e+00,180909,1.495e+01
3,4.459e+00,6.689e+00,5.574e+00,144594,1.159e+01
4,6.689e+00,8.918e+00,7.804e+00,140458,1.119e+01
5,8.918e+00,1.115e+01,1.003e+01,146142,1.193e+01
6,1.115e+01,1.338e+01,1.226e+01,179312,1.419e+01
7,1.338e+01,1.561e+01,1.449e+01,93714,7.858e+00
8,1.561e+01,1.784e+01,1.672e+01,45729,3.111e+00
9,1.784e+01,2.007e+01,1.895e+01,39219,6.323e-01
10,2.007e+01,2.230e+01,2.118e+01,4032,1.913e-01
