File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.263e+01
Avg = 7.270e+00
SD = 5.402e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.263e+00,1.131e+00,229460,2.459e+01
2,2.263e+00,4.525e+00,3.394e+00,159365,1.777e+01
3,4.525e+00,6.788e+00,5.656e+00,83354,8.978e+00
4,6.788e+00,9.050e+00,7.919e+00,79307,8.521e+00
5,9.050e+00,1.131e+01,1.018e+01,101656,1.121e+01
6,1.131e+01,1.358e+01,1.244e+01,113110,1.258e+01
7,1.358e+01,1.584e+01,1.471e+01,98690,1.067e+01
8,1.584e+01,1.810e+01,1.697e+01,38203,4.105e+00
9,1.810e+01,2.036e+01,1.923e+01,42575,1.273e+00
10,2.036e+01,2.263e+01,2.149e+01,4424,3.033e-01
